Temperament\Ratio,13/9,5/3,17/9,11/5,7/3,13/5,3,17/5,11/3,4,13/3,5,17/3,6,7,8,9,10,11,12,13,14,15,16,17,18
53,2.212829906326985,1.1165375624326845,6.990462078765414,5.428052051821925,4.022673003174548,1.1531326876920156,0.05684034379760394,8.050159297400494,6.544589614254193,0.0,2.2696702501243395,1.173377906230122,6.933621734967477,0.05684034379760394,3.965832659377,0.0,0.11368068759518013,1.173377906230122,6.601429958052019,0.05684034379760394,2.326510593922415,3.965832659377,1.2302182500281145,0.0,6.876781391170344,0.11368068759518013
59,5.090987885220444,8.152034844172373,2.283602519891459,1.91030341095208,2.0534382856006452,5.630267321526383,8.257838261894745,2.8228819561972873,6.886814287248799,0.0,3.16685037667451,0.10580341772253865,5.9742357420029535,8.257838261894745,6.204399976294184,0.0,0.4334760185833453,0.10580341772253865,1.8044999932295136,8.257838261894745,5.524463903804011,6.204399976294184,8.363641679616896,0.0,2.717078538474693,0.4334760185833453
80,5.514716698779787,0.5344058337938273,5.037839808027078,0.0035237499351192803,2.607578663551907,3.5116232537297787,2.5374992788439465,3.034746362976959,0.5308820838589856,0.0,2.97721741993566,3.0719051126378294,2.5003405291834646,2.5374992788439465,5.145077942395826,0.0,5.074998557687838,3.0719051126378294,3.06838136270271,2.5374992788439465,0.43971814109222684,5.145077942395826,5.609404391481276,0.0,0.03715874966089827,5.074998557687838
109,1.5953750443394865,3.0206400377658094,0.10664714747654624,0.11115514914744606,2.208935097915976,2.3648342629040697,2.1934625815962505,4.066856454720047,2.9094848886180857,0.0,3.7888376259359036,0.8271774561695033,2.08681543411926,2.1934625815962505,0.015472516319725571,0.0,4.386925163192446,0.8271774561695033,0.7160223070220573,2.1934625815962505,3.192011719073795,0.015472516319725571,1.3662851254262476,0.0,4.280278015715955,4.386925163192446
146,3.117456424807208,2.760433231054016,0.27037937005514046,0.5172223800721243,3.2143391446672887,1.7992944866064842,2.770719899238272,1.5885413082559197,2.2432108509822246,0.0,0.9611387444478925,0.010286668184089631,2.5003405291834646,2.770719899238272,0.8642560245876174,0.0,1.3078752700166063,0.010286668184089631,0.5275090482562139,2.770719899238272,1.8095811547907958,0.8642560245876174,2.7810065674228612,0.0,1.5782546400718578,1.3078752700166063
227,1.8803554652996324,1.28277478294625,1.2382803366614015,0.9396470979527449,2.1281041558313674,0.34300229693101647,0.9405829792844544,0.9850774255693029,2.1828644627136518,0.0,0.9397724860149559,0.34219180366173996,0.2976973573772801,0.9405829792844544,1.1875211765468574,0.0,1.881165958568909,0.34219180366173996,1.2818389016144849,0.9405829792844544,0.0008104932690544686,1.1875211765468574,0.5983911756222149,0.0,0.6428856219076046,1.881165958568909
263,1.8046749362011782,0.676991385124559,1.188029922095546,0.621394472368586,1.8601019448131195,1.7165136283994742,0.5888300773230215,1.2761912298970834,0.05559691275636158,0.0,1.4087763552968757,1.2658214624476916,0.5991998447728575,0.5888300773230215,1.271271867490098,0.0,1.1776601546460153,1.2658214624476916,0.6444269900791055,0.5888300773230215,0.8199462779743261,1.271271867490098,1.854651539770269,0.0,0.010369767449364131,1.1776601546460153
306,1.1029519928974496,1.5964973370617974,0.7628137867441431,0.24862178915080468,0.17019911422588851,0.5733440665316447,0.004819540281864043,0.8288640100357902,1.3478755479112703,0.0,1.0981324526154053,1.601316877343717,0.7676333270256741,0.004819540281864043,0.16537957394402447,0.0,0.009639080563672575,1.601316877343717,1.3526950881928568,0.004819540281864043,1.0933129123340546,0.16537957394402447,1.6061364176250814,0.0,0.7724528673079684,0.009639080563672575
343,0.09752819917940858,0.6437352798579488,0.8295071307484747,0.47728468287974724,0.8180773131244712,0.4971231019553768,1.043330182634028,1.229102033524554,0.16645059697850684,0.0,1.140858381813603,1.228386432551687,1.0426145816615495,1.043330182634028,0.22525286950947354,0.0,0.8287915297757187,1.228386432551687,1.2097807796123128,1.043330182634028,0.7312633305965877,0.22525286950947354,0.1850562499181585,0.0,0.0007156009728531698,0.8287915297757187
571,0.1332692907123345,0.3373830667184885,0.15042639162266003,0.8502415740578584,0.024391273008989023,0.22791046914133473,0.023796693135014202,0.21075336823084267,0.5636888443371069,0.0,0.10947259757747296,0.3135863735835298,0.12662969848731276,0.023796693135014202,0.0005945798738915542,0.0,0.04759338627011167,0.3135863735835298,0.5874855374724541,0.023796693135014202,0.08567590444197304,0.0005945798738915542,0.289789680448016,0.0,0.10283300535267326,0.04759338627011167
643,0.18812260857759,0.20392371870825432,0.03603266475682432,0.6450478556894179,0.002601991701212114,0.5956045912103303,0.20355826392437493,0.37144931787580493,0.44112413698083053,0.0,0.39168087250175676,0.0003654547839904154,0.16752559916788368,0.20355826392437493,0.2009562722231628,0.0,0.40711652784869434,0.0003654547839904154,0.644682400905372,0.20355826392437493,0.5952391364265619,0.2009562722231628,0.2031928091408286,0.0,0.3710838630918145,0.40711652784869434
665,0.3123509703931715,0.12348890304836324,0.2446067253203399,0.6614184867772266,0.16396964099552047,0.43574516732286517,9.470611850304067e-05,0.12121252839047969,0.7188520086710559,0.0,0.31225626427486275,0.12358360916669975,0.24470143143906498,9.470611850304067e-05,0.16387493487701743,0.0,0.0001894122369505702,0.12358360916669975,0.7187573025523308,9.470611850304067e-05,0.3121615581559434,0.16387493487701743,0.12367831528559137,0.0,0.2447961375571378,0.0001894122369505702
949,0.48310447538679746,0.40078910825047664,0.27037937005514046,0.5172223800721243,0.05311680536274066,0.21868331695423793,0.1363679498178616,0.5189402512804087,0.1357292914458963,0.0,0.4342683545638104,0.5165837216999924,0.1340114202369458,0.1363679498178616,0.18948475518054675,0.0,0.27273589963563993,0.5165837216999924,0.0006386583721318395,0.1363679498178616,0.2979004047455325,0.18948475518054675,0.38021577188174227,0.0,0.0023565295804023334,0.27273589963563993
986,0.08875320993595448,0.35692104677553793,0.3120587720946144,0.4275107328234884,0.2828878678882707,0.21547720910503054,0.2301970476066284,0.18533477292570488,0.22976700336208022,0.0,0.14144383767082658,0.42708068857921777,0.4719429632605854,0.2301970476066284,0.0526908202816978,0.0,0.4603940952132013,0.42708068857921777,0.00043004424427062204,0.2301970476066284,0.37164088527696926,0.0526908202816978,0.19688364097303346,0.0,0.241745915653499,0.4603940952132013
1935,0.2346373063881746,0.014689773441323162,0.2251783093190074,0.03582349153719022,0.17019911422588851,0.21704961031893122,0.0504191754847616,0.16006936039292263,0.05051326497818032,0.0,0.23173938375994907,0.03572940204349395,0.17475913383457886,0.0504191754847616,0.11977993874112691,0.0,0.10083835096949545,0.03572940204349395,9.408949369626995e-05,0.0504191754847616,0.1813202082756593,0.11977993874112691,0.08614857752775595,0.0,0.12433995834942868,0.10083835096949545
2393,0.1998675051483323,0.18442672806873173,0.13871681545807313,0.019194456161636397,0.07733566992071395,0.09263917836382918,0.07719840128439515,0.03148848867373655,0.16523227190745615,0.0,0.1408195929402528,0.15626037001992277,0.20197028263102546,0.07719840128439515,0.00013726863634655473,0.0,0.15439680256876254,0.15626037001992277,0.1754548261815314,0.07719840128439515,0.06362119165637115,0.00013726863634655473,0.07906196873597171,0.0,0.1247718813462001,0.15439680256876254
2964,0.15034422914417256,0.12348890304836324,0.14097260762746533,0.14829811241304225,0.0577384754494592,0.03088686772773075,0.0577421938237066,0.01517821182983603,0.02480920936509534,0.0,0.09260203532027167,0.06574670922454562,0.13866711487842132,0.0577421938237066,3.718374275152314e-06,0.0,0.11548438764735769,0.06574670922454562,0.08255140318852439,0.0577421938237066,0.034859841497092425,3.718374275152314e-06,0.008004515401283108,0.0,0.08092492105434002,0.11548438764735769
4004,0.04518622924931659,0.047392846780791587,0.04457777439048627,0.10886386245248514,0.11469905872582564,0.10975536764884497,0.04741580607114937,0.05023087846145469,0.09349354051668701,0.0,0.09260203532027167,2.2959290246760133e-05,0.002838031680996167,0.04741580607114937,0.08763538495326628,0.0,0.0948316121423265,2.2959290246760133e-05,0.10884090316221062,0.04741580607114937,0.10973240835832065,0.08763538495326628,0.04743876536184022,0.0,0.05025383775168757,0.0948316121423265
4036,0.03899816557861868,0.09740784311407236,0.04527291010836265,0.008864753533649461,0.10510096285815118,0.08104275221670898,0.02263307468142184,0.07476800768713154,0.08854308958006207,0.0,0.016365090897016432,0.0747747684325395,0.02263983542727388,0.02263307468142184,0.12003603183607936,0.0,0.045266149362788166,0.0747747684325395,0.06591001489891779,0.02263307468142184,0.006267983783891928,0.12003603183607936,0.052141693751561746,0.0,6.760745435707705e-06,0.045266149362788166
5231,0.023414844449898276,0.012812671272177667,0.06873637243554054,0.05370535956999989,0.06399464939016442,0.0010894207110312415,0.011691593888807361,0.09324063759663659,0.06651803084178898,0.0,0.011723250560785603,0.0011210773832037724,0.08042796632412585,0.011691593888807361,0.05230305550130154,0.0,0.02338318777769799,0.0011210773832037724,0.05482643695320366,0.011691593888807361,3.165667239457548e-05,0.05230305550130154,0.01057051650521501,0.0,0.0921195602133773,0.02338318777769799
5458,0.08257168524361536,0.06563080966537349,0.014377121251074598,0.09055196539867194,0.03337565878824833,0.015309688739972849,0.05032448954378488,0.05288487525245689,0.027034520649005245,0.0,0.05032112092503982,0.015306320121422079,0.06470161079452641,0.05032448954378488,0.08370014833203321,0.0,0.08256831662509234,0.015306320121422079,0.07735901019262359,0.05032448954378488,3.3686183842362993e-06,0.08370014833203321,0.03501816942197422,0.0,0.06819119537390672,0.08256831662509234
8651,0.05581021398037844,0.05656630815509267,0.04394264486851096,0.052828116901076916,0.009613110436651473,0.05732831256310966,0.05657221838850646,0.04148759841482441,0.0037381912537659545,0.0,0.0007620044083500588,5.91023346929731e-06,0.015078709740601326,0.05657221838850646,0.04940824417221101,0.0,0.002449136220383785,5.91023346929731e-06,0.05283402713451846,0.05657221838850646,0.057334222796412426,0.04940824417221101,0.056578128621476154,0.0,0.04149350864830759,0.002449136220383785
12655,0.02657132966743525,0.02367397655789194,0.03487655239686749,0.008462509318768463,0.029718847313370267,0.0051040913433553214,0.023670752569704412,0.012468176730728864,0.03213648587629958,0.0,0.028778067900900317,3.2239880209949945e-06,0.011205799827496143,0.023670752569704412,0.0060480947436936106,0.0,0.03167864499883932,3.2239880209949945e-06,0.008465733306817214,0.023670752569704412,0.005107315331653872,0.0060480947436936106,0.02366752858129484,0.0,0.012464952742693991,0.03167864499883932
32631,0.006917366856207252,0.002319780654125303,0.005431974984815291,0.003754605003430944,0.0034598807993058145,0.00652074384654977,0.002716403663893807,0.005035351975157809,0.00607438565791707,0.0,0.0042009631920775226,0.0050361843181301325,0.0027155713212545507,0.002716403663893807,0.006176284463199622,0.0,0.005432807327759859,0.0050361843181301325,0.008790789321533321,0.002716403663893807,0.0014845595286416824,0.006176284463199622,0.00775258798157985,0.0,8.323430139567378e-07,0.005432807327759859
36667,0.01044855576293191,0.008657411085799538,0.009817335504092028,0.0043170878754328346,0.012624789143989013,0.0031175213540679536,0.004908666031311348,0.0037487416130188578,0.004340323210061392,0.0,0.005539889731398517,0.003748745054377167,0.004908669473113747,0.004908666031311348,0.007716123112677664,0.0,0.009817332062622697,0.003748745054377167,0.0005683428210279118,0.004908666031311348,0.0006312237005312582,0.007716123112677664,0.001159920976490092,0.0,3.44134443164279e-09,0.009817332062622697
54353,0.0012215835147877385,0.005352781186074296,0.0012104743860597011,0.004985439990001783,0.005606371314109682,0.004457135944213597,0.008588333615389132,0.002025078043255135,0.00036734119579495683,0.0,0.0085883313568208,0.004457133685409342,0.007377859229662498,0.008588333615389132,0.0029819623011961838,0.0,0.0012215812560112393,0.004457133685409342,0.008955674811350622,0.008588333615389132,2.258970788204806e-09,0.0029819623011961838,0.004131199930368368,0.0,0.002432055642168085,0.0012215812560112393
88349,0.005033510515062289,0.001961301091757406,0.005086540884602364,0.003382265594625844,0.001675544192392131,0.0013967655974611581,0.0016754438260102589,0.0025954614386591857,0.005343566686022427,0.0,0.003358066688885497,0.0002858572656361247,0.004556762530749658,0.0016754438260102589,1.003663818721634e-07,0.0,0.0033508876519650066,0.0002858572656361247,0.003668122860234213,0.0016754438260102589,0.0016826228633748386,1.003663818721634e-07,0.001389586559930045,0.0,0.002881318704323066,0.0033508876519650066
